Sample_file	Query_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Naive_ANI	ANI_5-95_percentile	Eff_cov	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Contig_name
species96/species96_1_R1.fq.gz	release89/bacteria/GB_GCA_003240625.1_genomic.fna.gz	0.0720	0.0807	95.57	92.49	95.17-95.90	0.438	0.438	0.39-0.50	1	1.226	1286/14467	QFMX01000001.1 Sphingomonas taxi isolate S2_018_000_R3_119 S2_018_000_R3_scaffold_0, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/GB_GCA_900066445.1_genomic.fna.gz	0.0708	0.0857	97.82	94.62	97.62-98.04	0.430	0.430	0.39-0.46	1	1.260	2782/15457	FMDY01000048.1 uncultured Bacteroides sp. isolate 2789STDY5834843 genome assembly, contig: SCcontig000048, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_001408335.1_genomic.fna.gz	0.0699	0.0702	96.92	93.72	96.63-97.32	0.425	0.425	0.37-0.46	1	1.240	1685/12598	NZ_CZJU01000001.1 Kocuria salsicia strain G1 isolate Kocuria salsicia, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/GB_GCA_002430515.1_genomic.fna.gz	0.0691	0.0365	96.59	93.38	96.19-97.03	0.420	0.420	0.35-0.47	1	1.221	774/6467	DJCL01000018.1 TPA_asm: Alphaproteobacteria bacterium UBA5951 UBA5951_contig_10001, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/GB_GCA_003240615.1_genomic.fna.gz	0.0679	0.0852	97.56	94.27	97.40-97.79	0.413	0.413	0.38-0.43	1	1.232	2588/16134	QFMY01000001.1 Leifsonia xyli isolate S2_018_000_R3_118 S2_018_000_R3_scaffold_1, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_000425985.1_genomic.fna.gz	0.0653	0.0882	96.63	93.27	96.32-96.89	0.397	0.397	0.36-0.43	1	1.194	1992/17250	NZ_AUEM01000001.1 Microbacterium sp. URHA0036 H961DRAFT_scaffold00001.1_C, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_001263755.1_genomic.fna.gz	0.0648	0.0557	98.01	94.59	97.75-98.31	0.394	0.394	0.36-0.42	1	1.255	1909/10711	NZ_CP012342.1 Corynebacterium riegelii strain PUDD_83A45 genome
species96/species96_1_R1.fq.gz	release89/bacteria/GB_GCA_000965765.1_genomic.fna.gz	0.0644	0.0183	97.12	93.74	96.64-97.73	0.392	0.392	0.31-0.46	1	1.295	501/3713	CP011021.1 Mycoplasma gallinaceum strain B2096 8B, complete genome
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_900110985.1_genomic.fna.gz	0.0635	0.2015	96.84	93.40	96.67-97.01	0.386	0.386	0.36-0.41	1	1.209	4935/40951	NZ_FOFT01000031.1 Lentzea flaviverrucosa strain CGMCC 4.578, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_900104195.1_genomic.fna.gz	0.0623	0.0571	95.96	92.52	95.52-96.36	0.379	0.379	0.33-0.43	1	1.208	1053/11740	NZ_FNJE01000043.1 Cloacibacterium normanense strain DSM 15886, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_000632475.1_genomic.fna.gz	0.0610	0.1511	96.87	93.34	96.65-97.07	0.371	0.371	0.34-0.40	1	1.207	3703/31343	NZ_CP007793.1 Azospirillum brasilense strain Az39, complete genome
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_000735435.1_genomic.fna.gz	0.0609	0.1157	96.15	92.68	95.78-96.39	0.370	0.370	0.34-0.41	1	1.195	2327/24525	NZ_JMPP01000001.1 Raoultella planticola ATCC 33531 GRPL.assembly.01, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_000012425.1_genomic.fna.gz	0.0597	0.0900	97.26	93.66	97.02-97.54	0.363	0.363	0.33-0.39	1	1.201	2523/19218	NC_007298.1 Dechloromonas aromatica RCB, complete genome
species96/species96_1_R1.fq.gz	release89/bacteria/GB_GCA_002282595.1_genomic.fna.gz	0.0588	0.0620	95.60	92.03	95.06-96.02	0.357	0.357	0.30-0.42	1	1.180	1035/13594	NCJV01000282.1 Pseudomonas sp. 34-62-33 04302015_34_scaffold_10000, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_002752555.1_genomic.fna.gz	0.0560	0.0628	96.63	92.90	96.22-96.95	0.341	0.341	0.30-0.39	1	1.185	1474/14448	NZ_MTCG01000005.1 Tatumella sp. OPLPL6 NODE_10_length_127622_cov_48.0011_ID_19, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_001423665.1_genomic.fna.gz	0.0556	0.0612	98.10	94.29	97.92-98.46	0.338	0.338	0.30-0.36	1	1.229	2321/14354	NZ_LMOX01000001.1 Frigoribacterium sp. Leaf164 contig_1, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_000752095.2_genomic.fna.gz	0.0536	0.0527	97.17	93.30	96.77-97.54	0.326	0.326	0.29-0.37	1	1.182	1381/11842	NZ_LM651454.1 Bacterium LF-3, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_001053035.1_genomic.fna.gz	0.0525	0.0347	98.28	94.37	98.01-98.71	0.319	0.319	0.27-0.35	1	1.186	1400/8434	NZ_JVYT01000008.1 Haemophilus parainfluenzae strain 1209_HPAR 105_1624_40611, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_900478395.1_genomic.fna.gz	0.0519	0.0868	98.07	94.16	97.85-98.38	0.315	0.315	0.28-0.34	1	1.654	3321/21462	NZ_LS483492.1 Serratia rubidaea strain NCTC10848 genome assembly, chromosome: 1
species96/species96_1_R1.fq.gz	release89/bacteria/GB_GCA_001643555.1_genomic.fna.gz	0.0513	0.0228	95.61	91.71	94.91-96.23	0.312	0.312	0.25-0.40	1	1.148	384/5616	LXTH01000231.1 Nitrospirae bacterium SPGG5 10010, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/GB_GCA_900066055.1_genomic.fna.gz	0.0485	0.0577	98.10	93.96	97.82-98.46	0.295	0.295	0.26-0.32	1	1.208	2197/15150	FMEF01000042.1 uncultured Clostridium sp. isolate 2789STDY5608793 genome assembly, contig: SAMEA2393089SCcontig000042, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/GB_GCA_002441475.1_genomic.fna.gz	0.0456	0.0363	97.82	93.51	97.36-98.27	0.277	0.277	0.24-0.32	1	1.146	1250/10006	DJWD01000016.1 TPA_asm: Flavobacteriales bacterium UBA6239 UBA6239_contig_10338, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_002929755.1_genomic.fna.gz	0.0450	0.0706	96.84	92.54	96.42-97.18	0.274	0.274	0.24-0.32	1	1.145	1832/20243	NZ_PJIW01000058.1 Arthrobacter sp. 4R501 NODE_100_length_677_cov_1.05, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/GB_GCA_002350355.1_genomic.fna.gz	0.0429	0.0429	98.40	93.90	98.07-98.77	0.261	0.261	0.23-0.29	1	1.146	1776/12489	DEEQ01000094.1 TPA_asm: Prevotella sp. UBA2874 UBA2874_contig_1007, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_000772895.1_genomic.fna.gz	0.0412	0.1387	96.31	91.80	95.99-96.58	0.250	0.250	0.23-0.28	1	1.210	3048/43216	NZ_JRHJ01000001.1 Streptomyces galbus strain KCCM 41354 contig00001, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_000745015.1_genomic.fna.gz	0.0408	0.1157	96.08	91.56	95.73-96.41	0.248	0.248	0.22-0.27	1	1.127	2349/36095	NZ_JQNA01000001.1 Burkholderia sp. 9120 FA94DRAFT_unitig_1_quiver.1_C, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_002094795.1_genomic.fna.gz	0.0406	0.0773	96.57	92.01	96.17-96.88	0.247	0.247	0.21-0.28	1	1.269	1851/24465	NZ_NBWC01000001.1 Pseudomonas putida strain DZ-C18 BN4_788_1__paired__contig_1, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_000364245.1_genomic.fna.gz	0.0394	0.0855	97.20	92.53	96.84-97.50	0.239	0.239	0.21-0.26	1	1.124	2341/26000	NZ_KB822441.1 Clostridium sp. ASF502 acMal-supercont1.1, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/GB_GCA_002690585.1_genomic.fna	0.0356	0.0078	97.54	92.59	96.73-98.64	0.216	0.216	0.14-0.28	1	1.093	247/2686	NZFG01000001.1 Pelagibacteraceae bacterium isolate MED724 127, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_000759615.1_genomic.fna.gz	0.0351	0.0864	97.03	92.07	96.69-97.36	0.213	0.213	0.19-0.24	1	1.120	2431/31504	NZ_JPQD01000001.1 Massilia sp. JS1662 GAT1, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_001956175.1_genomic.fna.gz	0.0350	0.0819	97.30	92.33	96.97-97.67	0.213	0.213	0.19-0.24	1	2.166	2553/30326	NZ_MRTO01000010.1 Paenibacillus amylolyticus strain FSL J3-0122 NODE_10_length_269150_cov_1.88008_ID_3182, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/GB_GCA_900067225.1_genomic.fna.gz	0.0347	0.0685	96.50	91.53	96.06-96.92	0.211	0.211	0.18-0.24	1	1.120	1594/24782	FLUV01002734.1 Frankia sp. isolate Dg2 genome assembly, contig: Dg2_contig2734, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_002259335.1_genomic.fna.gz	0.0340	0.0658	97.17	92.12	96.71-97.55	0.207	0.207	0.18-0.24	1	1.108	1948/24841	NZ_NPFX01000014.1 Rhodococcus sp. 14-2483-1-1 RS1B5_1, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/GB_GCA_002417735.1_genomic.fna.gz	0.0331	0.0202	98.05	92.88	97.44-98.63	0.201	0.201	0.16-0.25	1	1.107	795/7858	DICT01000016.1 TPA_asm: Firmicutes bacterium UBA5819 UBA5819_contig_1173, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/GB_GCA_000431595.1_genomic.fna.gz	0.0328	0.0271	96.86	91.73	96.21-97.44	0.200	0.200	0.16-0.24	1	1.088	718/10421	HF992258.1 Brachyspira sp. CAG:700 genomic scaffold, scf11, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_000817975.1_genomic.fna.gz	0.0326	0.0568	97.27	92.10	96.77-97.71	0.198	0.198	0.17-0.23	1	1.168	1643/21041	NZ_CP010415.1 Azotobacter chroococcum NCIMB 8003, complete genome
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_002777535.1_genomic.fna.gz	0.0315	0.0846	96.46	91.24	96.09-96.79	0.191	0.191	0.17-0.21	1	1.151	1996/34277	NZ_CP022438.1 Streptomyces peucetius subsp. caesius ATCC 27952 chromosome, complete genome
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_002135195.1_genomic.fna.gz	0.0307	0.0347	97.96	92.58	97.43-98.42	0.187	0.187	0.15-0.22	1	1.313	1344/14645	NZ_NEGF01000001.1 Acinetobacter sp. ANC 4655 Contig1, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_002368135.1_genomic.fna.gz	0.0281	0.0324	97.49	91.91	96.86-98.07	0.171	0.171	0.14-0.20	1	1.089	1035/14151	NZ_AP018317.1 Raphidiopsis curvata NIES-932 DNA, nearly complete genome
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_000426925.1_genomic.fna.gz	0.0280	0.0413	96.14	90.62	95.53-96.74	0.170	0.170	0.14-0.21	1	1.094	885/18729	NZ_KE384663.1 Dolichospermum circinale AWQC310F 310F_Scaffold1, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_002550015.1_genomic.fna.gz	0.0274	0.0268	97.53	91.91	96.79-98.16	0.167	0.167	0.13-0.21	1	1.223	905/12375	NZ_NMTZ01000009.1 Faecalibacterium prausnitzii strain CNCM I 4644 NODE_10_length_103525_cov_54.633_ID_2241, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/GB_GCA_000438295.1_genomic.fna.gz	0.0265	0.0116	96.78	91.09	95.79-97.82	0.161	0.161	0.11-0.22	1	1.071	309/5583	FR901029.1 Clostridium sp. CAG:451 genomic scaffold, scf1, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_000757525.1_genomic.fna.gz	0.0265	0.0567	96.02	90.36	95.49-96.50	0.161	0.161	0.13-0.19	1	1.095	1192/27594	NZ_JPYQ01000001.1 Rhizobium sp. YS-1r CONTIG.1, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_002022265.1_genomic.fna.gz	0.0260	0.0558	96.81	91.06	96.30-97.28	0.158	0.158	0.13-0.19	1	1.111	1509/27531	NZ_MSDE01000016.1 Pseudomonas fluorescens strain AH4 PF_AH4_contig_1, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_900188215.1_genomic.fna.gz	0.0240	0.0543	96.70	90.74	96.20-97.16	0.146	0.146	0.13-0.17	1	1.080	1433/29182	NZ_FZOX01000017.1 Tardiphaga sp. OK246, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_001975705.1_genomic.fna.gz	0.0220	0.0388	95.66	89.53	94.95-96.45	0.134	0.134	0.10-0.17	1	1.079	725/22387	NZ_CP015093.1 Pelagibaca abyssi strain JLT2014 chromosome, complete genome
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_001042525.2_genomic.fna.gz	0.0183	0.0114	96.92	90.20	95.79-98.09	0.111	0.111	0.07-0.16	1	1.049	324/7915	NZ_CP011921.2 Francisella noatunensis subsp. orientalis FNO12 chromosome, complete genome
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_000959245.1_genomic.fna.gz	0.0172	0.0415	97.82	90.87	97.13-98.32	0.105	0.105	0.09-0.13	1	1.100	1554/30231	NZ_CP009488.1 Burkholderia ubonensis MSMB22 chromosome I, complete sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_001306995.1_genomic.fna.gz	0.0165	0.0200	96.86	89.87	95.74-97.93	0.101	0.101	0.07-0.14	1	1.060	567/15554	NZ_LKIT01000003.1 Xanthomonas sp. Mitacek01 contig_1, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_000985975.1_genomic.fna.gz	0.0163	0.0327	95.74	88.78	94.82-96.70	0.099	0.099	0.07-0.14	1	1.135	652/26086	NZ_CCRK01000001.1 Neorhizobium galegae bv. officinalis strain HAMBI 1189, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/GB_GCA_900066485.1_genomic.fna.gz	0.0162	0.0139	97.17	90.11	96.01-98.44	0.099	0.099	0.06-0.14	1	1.096	436/10990	FMFF01000055.1 uncultured Megasphaera sp. isolate 2789STDY5834854 genome assembly, contig: SCcontig000055, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_001619605.1_genomic.fna.gz	0.0157	0.0298	97.29	90.13	96.62-98.13	0.096	0.096	0.07-0.12	1	1.050	971/24313	NZ_LQQV01000001.1 Brevibacillus parabrevis strain CN1 contig_1, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_000156715.1_genomic.fna.gz	0.0152	0.0102	96.15	88.98	94.62-98.05	0.092	0.092	0.05-0.14	1	1.061	229/8547	NZ_DS999324.1 Francisella philomiragia subsp. philomiragia ATCC 25015 supercont1.17, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_000735715.2_genomic.fna.gz	0.0117	0.0219	96.64	88.71	95.69-98.01	0.071	0.071	0.05-0.09	1	1.036	585/24013	NZ_JASY01000001.1 Flavobacterium chungangense LMG 26729 contig_01, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/GB_GCA_002476945.1_genomic.fna.gz	0.0111	0.0176	97.99	89.79	97.09-99.31	0.067	0.067	0.04-0.09	1	1.127	731/20569	DLNG01000017.1 TPA_asm: Pseudomonas stutzeri isolate UBA7516 UBA7516_contig_1, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_000967185.1_genomic.fna.gz	0.0107	0.0075	96.99	88.80	95.41-99.37	0.065	0.065	0.03-0.10	1	1.096	228/9070	NZ_KQ033855.1 Bifidobacterium asteroides strain Bin2 Bin2_scaffold1, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_001037925.1_genomic.fna.gz	0.0098	0.0116	97.60	89.09	96.24-99.70	0.059	0.059	0.03-0.09	1	1.071	424/15240	NZ_LFDT01000001.1 Vogesella sp. EB contig00001, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_900221025.1_genomic.fna.gz	0.0079	0.0094	98.65	89.45	97.09-100.26	0.048	0.048	0.03-0.07	1	1.098	481/15265	NZ_OBQJ01000023.1 Chromohalobacter canadensis strain USBA 855, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_001999225.1_genomic.fna.gz	0.0056	0.0086	98.20	88.08	96.43-100.38	0.034	0.034	0.02-0.06	1	1.028	362/18545	NZ_CP019628.1 Pseudoalteromonas aliena strain EH1, complete genome
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_001553335.1_genomic.fna.gz	0.0056	0.0038	98.36	88.28	95.80-98.75	0.034	0.034	0.03-0.07	1	1.027	187/8928	NZ_KQ960773.1 Veillonella parvula strain DNF00876 Scaffold0, whole genome shotgun sequence
species96/species96_1_R1.fq.gz	release89/bacteria/RS_GCF_003115815.1_genomic.fna.gz	0.0039	0.0058	98.54	87.82	NA-NA	0.024	0.024	NA-NA	1	1.381	344/19290	NZ_QDKJ01000001.1 Brenneria roseae subsp. americana strain LMG 27715 scaffold1, whole genome shotgun sequence
species96/species96_2_R1.fq.gz	release89/bacteria/RS_GCF_000747315.1_genomic.fna.gz	24.0431	17.3404	97.05	97.05	NA-NA	127.000	HIGH	NA-NA	127	116.378	3620/9150	NZ_CP009215.1 Corynebacterium ureicelerivorans strain IMMIB RIV-2301, complete genome
species96/species96_2_R1.fq.gz	release89/bacteria/RS_GCF_002368135.1_genomic.fna.gz	11.3589	12.0759	97.87	97.87	NA-NA	60.000	HIGH	NA-NA	60	60.382	7252/14151	NZ_AP018317.1 Raphidiopsis curvata NIES-932 DNA, nearly complete genome
species96/species96_2_R1.fq.gz	release89/bacteria/RS_GCF_003053605.1_genomic.fna.gz	4.5436	9.5013	96.48	96.48	NA-NA	24.000	HIGH	NA-NA	24	21.044	9588/29113	NZ_QAXW01000001.1 Pseudomonas sp. GV041 Ga0189749_101, whole genome shotgun sequence
species96/species96_2_R1.fq.gz	release89/bacteria/GB_GCA_003280455.1_genomic.fna.gz	3.9756	1.1258	97.04	97.04	NA-NA	21.000	HIGH	NA-NA	21	21.150	1544/3925	QCEV01000001.1 SAR86 cluster bacterium AG-359-O04 Ga0172197_101, whole genome shotgun sequence
species96/species96_2_R1.fq.gz	release89/bacteria/RS_GCF_002550035.1_genomic.fna.gz	3.7863	3.5413	97.49	97.49	NA-NA	20.000	HIGH	NA-NA	20	19.623	5880/12940	NZ_NOUV01000001.1 Faecalibacterium prausnitzii strain AHMP21 AHMP21_contig_1, whole genome shotgun sequence
species96/species96_2_R1.fq.gz	release89/bacteria/RS_GCF_003186475.1_genomic.fna.gz	2.6504	4.1539	96.70	96.70	NA-NA	14.000	HIGH	NA-NA	14	13.826	7741/21926	NZ_CP021164.1 Serratia marcescens strain 332 chromosome, complete genome
species96/species96_2_R1.fq.gz	release89/bacteria/GB_GCA_002341585.1_genomic.fna.gz	2.4611	1.9879	98.17	98.17	NA-NA	13.000	HIGH	NA-NA	13	13.355	6322/11221	DDOJ01000023.1 TPA_asm: Brevundimonas sp. UBA2497 UBA2497_contig_1042, whole genome shotgun sequence
species96/species96_2_R1.fq.gz	release89/bacteria/GB_GCA_003487125.1_genomic.fna.gz	2.4611	1.2890	98.09	98.09	NA-NA	13.000	HIGH	NA-NA	13	6.005	3983/7231	contig_12264
species96/species96_2_R1.fq.gz	release89/bacteria/RS_GCF_001405375.1_genomic.fna.gz	2.2718	1.5727	96.31	96.31	NA-NA	12.000	HIGH	NA-NA	12	5.722	2975/9545	NZ_CYYP01000001.1 Collinsella aerofaciens strain 2789STDY5608823, whole genome shotgun sequence
species96/species96_2_R1.fq.gz	release89/bacteria/RS_GCF_000813765.1_genomic.fna.gz	2.0825	2.1983	95.89	95.89	NA-NA	11.000	HIGH	NA-NA	11	11.056	3999/14681	NZ_JWSY01000001.1 Brevundimonas nasdae strain TPW30 Contig_1, whole genome shotgun sequence
species96/species96_2_R1.fq.gz	release89/bacteria/RS_GCF_001069865.1_genomic.fna.gz	1.8932	1.0788	98.15	98.15	NA-NA	10.000	HIGH	NA-NA	10	9.569	4406/7852	NZ_JVSM01000003.1 Streptococcus pseudopneumoniae strain 144_SPSE 117_229_13800, whole genome shotgun sequence
species96/species96_2_R1.fq.gz	release89/bacteria/RS_GCF_000012825.1_genomic.fna.gz	1.7038	2.7251	96.35	96.35	NA-NA	9.000	HIGH	NA-NA	9	8.883	6670/21133	NC_009614.1 Bacteroides vulgatus ATCC 8482, complete genome
species96/species96_2_R1.fq.gz	release89/bacteria/RS_GCF_000382445.1_genomic.fna.gz	1.7038	2.4522	96.87	96.87	NA-NA	9.000	HIGH	NA-NA	9	9.023	7081/18994	NZ_KB905472.1 Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 strain DSM 17679 aczJl-supercont1.1, whole genome shotgun sequence
species96/species96_2_R1.fq.gz	release89/bacteria/RS_GCF_001073155.1_genomic.fna.gz	1.7038	1.1197	97.91	97.91	NA-NA	9.000	HIGH	NA-NA	9	9.762	4755/9146	NZ_JVEE01000003.1 Streptococcus parasanguinis strain 512_SPAR 103_64490_928507, whole genome shotgun sequence
species96/species96_2_R1.fq.gz	release89/bacteria/RS_GCF_000963275.1_genomic.fna.gz	1.5145	0.9845	95.87	95.87	NA-NA	8.000	HIGH	NA-NA	8	8.624	2436/9015	NZ_JYOW01000001.1 Streptococcus parasanguinis strain MGH413 TZ97_contig000001, whole genome shotgun sequence
species96/species96_2_R1.fq.gz	release89/bacteria/RS_GCF_003057575.1_genomic.fna.gz	1.5145	3.6638	97.84	97.84	NA-NA	8.000	HIGH	NA-NA	8	7.741	17104/33653	NZ_PYHP01000001.1 Paenibacillus elgii strain AC13 contig00001, whole genome shotgun sequence
species96/species96_2_R1.fq.gz	release89/bacteria/RS_GCF_900113915.1_genomic.fna.gz	1.5145	3.4555	97.05	97.05	NA-NA	8.000	HIGH	NA-NA	8	8.041	12594/31866	NZ_FORE01000040.1 Paenibacillus sp. UNC496MF, whole genome shotgun sequence
species96/species96_2_R1.fq.gz	release89/bacteria/RS_GCF_001521715.1_genomic.fna.gz	1.3252	1.9730	96.74	96.74	NA-NA	7.000	HIGH	NA-NA	7	7.023	7155/19970	NZ_CP011863.1 Enterobacter asburiae strain ATCC 35953, complete sequence
species96/species96_2_R1.fq.gz	release89/bacteria/GB_GCA_003233295.1_genomic.fna.gz	1.3252	1.3296	95.67	95.67	NA-NA	7.000	HIGH	NA-NA	7	6.758	3538/13954	QILJ01000576.1 Ignavibacteria bacterium isolate SZUA-22 Ga0063293_10000572, whole genome shotgun sequence
species96/species96_2_R1.fq.gz	release89/bacteria/RS_GCF_001308205.1_genomic.fna.gz	1.1359	0.4950	97.61	97.61	NA-NA	6.000	HIGH	NA-NA	6	6.231	2893/6132	NZ_JXDC01000001.1 Lactobacillus kunkeei strain LAdo contig001, whole genome shotgun sequence
species96/species96_2_R1.fq.gz	release89/bacteria/RS_GCF_000318175.2_genomic.fna.gz	1.1359	0.8390	97.81	97.81	NA-NA	6.000	HIGH	NA-NA	6	6.142	5172/10284	NZ_KB290925.1 Selenomonas sp. oral taxon 138 str. F0429 Scfld118, whole genome shotgun sequence
species96/species96_2_R1.fq.gz	release89/bacteria/GB_GCA_002816355.1_genomic.fna.gz	1.1359	0.5455	97.76	97.76	NA-NA	6.000	HIGH	NA-NA	6	6.225	3322/6703	MUCS01000001.1 SAR202 cluster bacterium Io17-Chloro-G5 DeepMed-Io17-C1001, whole genome shotgun sequence
species96/species96_2_R1.fq.gz	release89/bacteria/RS_GCF_000741455.1_genomic.fna.gz	0.9466	0.6548	96.72	96.72	NA-NA	5.000	HIGH	NA-NA	5	4.947	3419/9603	NZ_JGZT01000001.1 Bifidobacterium thermacidophilum subsp. thermacidophilum strain LMG 21395 Contig1, whole genome shotgun sequence
species96/species96_2_R1.fq.gz	release89/bacteria/GB_GCA_000436495.1_genomic.fna.gz	0.7573	0.8199	97.56	97.56	NA-NA	4.000	HIGH	NA-NA	4	4.613	6992/15034	FR900491.1 Parabacteroides sp. CAG:409 genomic scaffold, scf1, whole genome shotgun sequence
species96/species96_2_R1.fq.gz	release89/bacteria/RS_GCF_000499185.1_genomic.fna.gz	0.7573	0.5112	97.16	97.16	NA-NA	4.000	HIGH	NA-NA	4	4.393	3872/9452	NZ_AWUO01000001.1 Bifidobacterium sp. A11 contig00001, whole genome shotgun sequence
species96/species96_2_R1.fq.gz	release89/bacteria/RS_GCF_000429385.1_genomic.fna.gz	0.7573	0.9965	96.92	96.92	NA-NA	4.000	HIGH	NA-NA	4	4.188	7045/18603	NZ_KE386895.1 Alcaligenes faecalis subsp. phenolicus DSM 16503 G456DRAFT_scaffold00001.1, whole genome shotgun sequence
